id,SalePrice
1841,136098.17
1842,79790.93
1843,152112.39
1844,124970.47
1845,144930.95
1846,164584.95
1847,188309.98
1848,46072.81
1849,90437.0
1850,122075.64
1851,182191.95
1852,94572.61
1853,139191.81
1854,147847.75
1855,127644.164
1856,238541.08
1857,142914.95
1858,147478.64
1859,131413.98
1860,165390.64
1861,127685.414
1862,346365.16
1863,335018.53
1864,335065.66
1865,348398.6
1866,360073.28
1867,226898.61
1868,297232.97
1869,204116.73
1870,217763.05
1871,258705.53
1872,169345.83
1873,261043.7
1874,140288.6
1875,167695.39
1876,192278.05
1877,212059.83
1878,204549.42
1879,130742.42
1880,118281.4
1881,273927.66
1882,233582.66
1883,179524.6
1884,199914.95
1885,251975.23
1886,281357.88
1887,216574.69
1888,280931.88
1889,155287.61
1890,120920.16
1891,133230.06
1892,100542.14
1893,130469.766
1894,123953.61
1895,121292.67
1896,121320.945
1897,111163.516
1898,128595.24
1899,141625.44
1900,155221.89
1901,154359.98
1902,134979.7
1903,210619.2
1904,128608.22
1905,190679.95
1906,142752.73
1907,209268.86
1908,95593.42
1909,141178.97
1910,108135.03
1911,154554.2
1912,306202.94
1913,158730.28
1914,80576.84
1915,336629.44
1916,82514.27
1917,207440.27
1918,127311.85
1919,164154.2
1920,149231.05
1921,392701.38
1922,318237.12
1923,196032.73
1924,224622.05
1925,193015.23
1926,389782.0
1927,135702.36
1928,142178.73
1929,118235.94
1930,142190.89
1931,155652.92
1932,125262.984
1933,188928.23
1934,166927.19
1935,166397.47
1936,199489.11
1937,175772.64
1938,189560.42
1939,232185.55
1940,200976.53
1941,157139.3
1942,178480.36
1943,237314.19
1944,352112.94
1945,374735.38
1946,149377.7
1947,283621.56
1948,199008.86
1949,254990.98
1950,148692.11
1951,217939.36
1952,193934.39
1953,162175.33
1954,195843.27
1955,117105.09
1956,290727.62
1957,150653.52
1958,284627.16
1959,137490.67
1960,108165.266
1961,121453.93
1962,109489.56
1963,112949.54
1964,107240.48
1965,151262.52
1966,133262.19
1967,273277.38
1968,405778.94
1969,361240.53
1970,410966.06
1971,431213.62
1972,361040.88
1973,268138.44
1974,320028.7
1975,494061.2
1976,270938.5
1977,359088.5
1978,319402.88
1979,304521.3
1980,177819.81
1981,356315.28
1982,198825.94
1983,198849.89
1984,163302.92
1985,227947.14
1986,192978.11
1987,180257.17
1988,176200.39
1989,188610.73
1990,207253.94
1991,208666.52
1992,205125.48
1993,157170.27
1994,234074.92
1995,172578.19
1996,250209.06
1997,312805.53
1998,307627.44
1999,277124.56
2000,311506.1
2001,252691.14
2002,261646.25
2003,249500.23
2004,271992.8
2005,203046.16
2006,214656.64
2007,237981.8
2008,211480.98
2009,164117.17
2010,189341.19
2011,135563.77
2012,154657.86
2013,181952.75
2014,197468.27
2015,160201.58
2016,192450.52
2017,194684.95
2018,130432.43
2019,105114.03
2020,109665.805
2021,118988.69
2022,192915.27
2023,156950.25
2024,264103.8
2025,314483.44
2026,219807.89
2027,152296.48
2028,150907.39
2029,165931.42
2030,261105.95
2031,224212.89
2032,249244.48
2033,265123.12
2034,180182.22
2035,187168.92
2036,206977.27
2037,210373.19
2038,298223.12
2039,208267.39
2040,288539.62
2041,284449.0
2042,180043.05
2043,202882.73
2044,180583.38
2045,205753.45
2046,168707.64
2047,141577.92
2048,120737.66
2049,153702.97
2050,168442.61
2051,128027.17
2052,110952.38
2053,142917.89
2054,107257.14
2055,196329.8
2056,133153.64
2057,107096.57
2058,222132.56
2059,126168.66
2060,181326.45
2061,123868.05
2062,132532.06
2063,117931.58
2064,122118.45
2065,133551.83
2066,139274.52
2067,151616.83
2068,142868.28
2069,64988.98
2070,111321.19
2071,103889.805
2072,141570.62
2073,108436.7
2074,172924.19
2075,129438.33
2076,124799.805
2077,178409.36
2078,125853.25
2079,116103.92
2080,105923.625
2081,123560.09
2082,126776.55
2083,127725.66
2084,115257.3
2085,111559.93
2086,106123.664
2087,112584.37
2088,75453.44
2089,90195.875
2090,152368.86
2091,66903.22
2092,112638.695
2093,157600.05
2094,116357.766
2095,145267.19
2096,94457.26
2097,118312.58
2098,150377.92
2099,89984.164
2100,88948.47
2101,115308.08
2102,117068.45
2103,114721.61
2104,101094.42
2105,150751.27
2106,68823.11
2107,217778.88
2108,115533.03
2109,111060.5
2110,113819.29
2111,139915.58
2112,109112.38
2113,107314.49
2114,128274.56
2115,158782.61
2116,105914.14
2117,110618.5
2118,115425.13
2119,117553.375
2120,149409.61
2121,99063.266
2122,163640.56
2123,95227.69
2124,140016.34
2125,127838.24
2126,125690.09
2127,149253.06
2128,169288.39
2129,112140.22
2130,123643.88
2131,165560.97
2132,94045.19
2133,110542.32
2134,101955.74
2135,108647.016
2136,118626.67
2137,92244.42
2138,129379.47
2139,127939.99
2140,153642.27
2141,143344.27
2142,131349.33
2143,143270.95
2144,96045.31
2145,120384.64
2146,200343.61
2147,116527.81
2148,121354.78
2149,143787.11
2150,218562.39
2151,106446.4
2152,141999.55
2153,237633.2
2154,112770.86
2155,137206.17
2156,226521.45
2157,242978.05
2158,227981.08
2159,191231.89
2160,169587.36
2161,242240.11
2162,428625.25
2163,363708.75
2164,242191.42
2165,206189.61
2166,153962.22
2167,225480.98
2168,184052.23
2169,196081.4
2170,185347.61
2171,124562.69
2172,124482.9
2173,145042.73
2174,221973.33
2175,279023.88
2176,319671.22
2177,222089.67
2178,204236.14
2179,120160.125
2180,224354.97
2181,186506.31
2182,226048.6
2183,191326.2
2184,108070.64
2185,125405.7
2186,130621.234
2187,109619.67
2188,137055.19
2189,307104.8
2190,70036.06
2191,92930.836
2192,102891.67
2193,110991.24
2194,127665.09
2195,111378.18
2196,104743.04
2197,126206.27
2198,148788.92
2199,189348.89
2200,103942.45
2201,108340.375
2202,182457.27
2203,116830.125
2204,143648.44
2205,87203.8
2206,142177.67
2207,203845.2
2208,237486.83
2209,218923.14
2210,93777.55
2211,139517.89
2212,128389.79
2213,90614.84
2214,133199.81
2215,79795.94
2216,100010.67
2217,81664.03
2218,86977.86
2219,86978.66
2220,105554.28
2221,336378.12
2222,278442.28
2223,273599.34
2224,205597.7
2225,149862.11
2226,197946.97
2227,189052.11
2228,266803.22
2229,250315.67
2230,135400.92
2231,199876.05
2232,148949.05
2233,176475.14
2234,229221.83
2235,240282.64
2236,272754.9
2237,359291.97
2238,225983.94
2239,97875.84
2240,145934.11
2241,130546.86
2242,119839.25
2243,119762.28
2244,103360.78
2245,93735.55
2246,149777.45
2247,106617.14
2248,130193.58
2249,137830.77
2250,124395.875
2251,171105.64
2252,186122.61
2253,140440.44
2254,167831.8
2255,182011.02
2256,177768.67
2257,216308.25
2258,167567.02
2259,184264.7
2260,161252.36
2261,173829.73
2262,220387.1
2263,383106.84
2264,451053.3
2265,156262.7
2266,276469.72
2267,377087.2
2268,397068.06
2269,130689.34
2270,184795.08
2271,206394.2
2272,216435.42
2273,151126.95
2274,167590.3
2275,164545.23
2276,180481.67
2277,175403.05
2278,130840.93
2279,110866.66
2280,124580.67
2281,198476.27
2282,216486.55
2283,99455.2
2284,124795.97
2285,140859.58
2286,122648.97
2287,376332.2
2288,258169.4
2289,360378.3
2290,445088.44
2291,317584.44
2292,429700.6
2293,456997.75
2294,370948.38
2295,507089.0
2296,274365.28
2297,327319.7
2298,363538.16
2299,364740.0
2300,312824.0
2301,302540.8
2302,254805.58
2303,206456.27
2304,232756.67
2305,202791.3
2306,196923.78
2307,191600.52
2308,217092.89
2309,268465.88
2310,201029.27
2311,187860.08
2312,175719.88
2313,167975.17
2314,163605.55
2315,179570.89
2316,209708.42
2317,183662.34
2318,174009.17
2319,177830.08
2320,189026.03
2321,226857.31
2322,184352.61
2323,177254.27
2324,166980.42
2325,217543.23
2326,150508.44
2327,206726.33
2328,216996.3
2329,196070.16
2330,181158.05
2331,353710.7
2332,359169.28
2333,307143.3
2334,245743.44
2335,271428.8
2336,341704.3
2337,213326.55
2338,258300.97
2339,194594.17
2340,407174.44
2341,242760.17
2342,220375.02
2343,228780.64
2344,208344.52
2345,233557.17
2346,234637.36
2347,218205.52
2348,241869.61
2349,202568.52
2350,279691.44
2351,269505.44
2352,242576.64
2353,249435.67
2354,134653.52
2355,157520.39
2356,144783.83
2357,184853.7
2358,183579.36
2359,116360.64
2360,95313.42
2361,134994.14
2362,250587.34
2363,113137.23
2364,154289.6
2365,252873.33
2366,178315.33
2367,207177.98
2368,236165.92
2369,211169.34
2370,160017.44
2371,192985.8
2372,202473.39
2373,243778.23
2374,262450.28
2375,242182.7
2376,304952.12
2377,354432.38
2378,146826.86
2379,213698.33
2380,119372.28
2381,159201.19
2382,219339.48
2383,198319.14
2384,249929.94
2385,132359.89
2386,111956.05
2387,131775.61
2388,111214.84
2389,116732.25
2390,116112.984
2391,139746.39
2392,104309.53
2393,175524.2
2394,132149.58
2395,187617.02
2396,148487.58
2397,210223.3
2398,115427.7
2399,81105.95
2400,67598.4
2401,95009.67
2402,116874.39
2403,143506.12
2404,134185.94
2405,153900.17
2406,148279.83
2407,124068.18
2408,146344.94
2409,128665.65
2410,167151.17
2411,126675.63
2412,117457.06
2413,133479.75
2414,133159.67
2415,122121.97
2416,109828.86
2417,175133.55
2418,121571.93
2419,125989.56
2420,142757.98
2421,170101.92
2422,109145.5
2423,110257.92
2424,160216.95
2425,227379.92
2426,106327.68
2427,137806.2
2428,182338.67
2429,126224.266
2430,127558.17
2431,117960.34
2432,150702.64
2433,179927.36
2434,135970.64
2435,171171.48
2436,112707.68
2437,102256.64
2438,126390.99
2439,99834.94
2440,122423.61
2441,89679.69
2442,114501.39
2443,130540.44
2444,123564.06
2445,97846.555
2446,187866.83
2447,185376.89
2448,142120.47
2449,115690.85
2450,154669.28
2451,105398.11
2452,189563.8
2453,103221.06
2454,128493.83
2455,148764.95
2456,119108.086
2457,116263.91
2458,160111.42
2459,101104.87
2460,126327.47
2461,121091.77
2462,103453.68
2463,98249.39
2464,165562.6
2465,117658.53
2466,101085.69
2467,125627.95
2468,80712.25
2469,79480.41
2470,203878.14
2471,197486.31
2472,129718.55
2473,90717.14
2474,95798.32
2475,158881.98
2476,77777.97
2477,114070.16
2478,139937.11
2479,91084.83
2480,180413.9
2481,100729.234
2482,111639.42
2483,97962.19
2484,110709.984
2485,110057.625
2486,134900.86
2487,246662.44
2488,173796.06
2489,127365.664
2490,137659.73
2491,78084.875
2492,181993.95
2493,129839.47
2494,129298.15
2495,94236.48
2496,245021.12
2497,156139.52
2498,116858.72
2499,87463.234
2500,144078.94
2501,131991.6
2502,123888.61
2503,102772.78
2504,225137.67
2505,223245.62
2506,241530.86
2507,283036.72
2508,251784.52
2509,212019.1
2510,203704.89
2511,177443.25
2512,205828.55
2513,186145.33
2514,258480.58
2515,150118.0
2516,170036.64
2517,140291.3
2518,150821.17
2519,213110.58
2520,195400.89
2521,187696.19
2522,208621.34
2523,110128.24
2524,109148.0
2525,124687.7
2526,145201.03
2527,109292.695
2528,99200.28
2529,128642.125
2530,108695.05
2531,248056.66
2532,230647.69
2533,183017.86
2534,202705.8
2535,295354.3
2536,235524.42
2537,239627.88
2538,191385.86
2539,187928.67
2540,174037.81
2541,171125.11
2542,154197.14
2543,122360.97
2544,141559.2
2545,94294.734
2546,92660.11
2547,133581.81
2548,207955.94
2549,186176.42
2550,495357.5
2551,132014.19
2552,115022.516
2553,96259.56
2554,86448.945
2555,110947.234
2556,102295.03
2557,99578.85
2558,204939.38
2559,122997.0
2560,114171.35
2561,144766.73
2562,115371.84
2563,151036.08
2564,179162.86
2565,130301.625
2566,144134.42
2567,121407.46
2568,214955.52
2569,204639.58
2570,104187.03
2571,178195.02
2572,152324.16
2573,186083.08
2574,324415.62
2575,112205.97
2576,147189.03
2577,104385.61
2578,96849.58
2579,92167.58
2580,85207.055
2581,149053.14
2582,125025.06
2583,313982.03
2584,160273.9
2585,181503.9
2586,227742.17
2587,182468.77
2588,157383.52
2589,126756.64
2590,193090.14
2591,277947.2
2592,196431.8
2593,296787.38
2594,164551.45
2595,174647.22
2596,302159.6
2597,177039.64
2598,291344.7
2599,368736.78
2600,205792.61
2601,168914.16
2602,96521.84
2603,83891.33
2604,97443.68
2605,102701.88
2606,133027.11
2607,294033.78
2608,221929.7
2609,134208.97
2610,114073.42
2611,111132.58
2612,135828.33
2613,121607.69
2614,125379.86
2615,145802.3
2616,161265.52
2617,202335.77
2618,274394.62
2619,196127.39
2620,195591.05
2621,163869.83
2622,170775.73
2623,229915.58
2624,318043.5
2625,311178.7
2626,190266.81
2627,140072.39
2628,492023.7
2629,477975.66
2630,350507.47
2631,476745.38
2632,401795.8
2633,280080.12
2634,434156.5
2635,165633.77
2636,178736.17
2637,168251.98
2638,257923.64
2639,150566.77
2640,143580.9
2641,144337.16
2642,208627.22
2643,100500.87
2644,124394.92
2645,121863.305
2646,92807.016
2647,117777.57
2648,169885.39
2649,153746.52
2650,127166.97
2651,142273.61
2652,417102.6
2653,236388.98
2654,263421.5
2655,429897.38
2656,337575.06
2657,373092.9
2658,270783.75
2659,284522.06
2660,359704.47
2661,343287.56
2662,355422.88
2663,261881.7
2664,248522.98
2665,309274.2
2666,256708.69
2667,162865.19
2668,180007.39
2669,169175.61
2670,274652.88
2671,186763.38
2672,183708.19
2673,188037.67
2674,184279.56
2675,174515.42
2676,191145.4
2677,187985.11
2678,276688.0
2679,255163.12
2680,267863.94
2681,439381.6
2682,299665.44
2683,415699.22
2684,290394.75
2685,306714.2
2686,233186.27
2687,322340.5
2688,202072.39
2689,218763.89
2690,385579.72
2691,195683.92
2692,131589.33
2693,185661.95
2694,123792.47
2695,174412.05
2696,172233.11
2697,195347.61
2698,155991.75
2699,168692.25
2700,153613.3
2701,136712.8
2702,99437.81
2703,145491.67
2704,123247.02
2705,121601.84
2706,113173.03
2707,100828.875
2708,146487.84
2709,116380.78
2710,123009.72
2711,339079.06
2712,373914.3
2713,194765.67
2714,158415.05
2715,162064.08
2716,166438.14
2717,201037.48
2718,238486.77
2719,123274.125
2720,168897.23
2721,127612.09
2722,125274.586
2723,131795.97
2724,125252.84
2725,131047.13
2726,141565.48
2727,151171.42
2728,161271.62
2729,150956.55
2730,140170.25
2731,133679.7
2732,128636.17
2733,162312.92
2734,146349.08
2735,126759.1
2736,125947.734
2737,123639.8
2738,117156.68
2739,137285.2
2740,135183.61
2741,158657.33
2742,137630.45
2743,132040.02
2744,141113.88
2745,141680.7
2746,131210.55
2747,149362.58
2748,118512.07
2749,148363.97
2750,118287.02
2751,143860.03
2752,181919.8
2753,143698.58
2754,243334.16
2755,137426.16
2756,104022.016
2757,97608.7
2758,142167.52
2759,156213.34
2760,123512.22
2761,161933.08
2762,157756.8
2763,173714.58
2764,146355.22
2765,262293.06
2766,109057.84
2767,96547.086
2768,100819.734
2769,140137.6
2770,117792.5
2771,127800.2
2772,73195.92
2773,173630.39
2774,131119.48
2775,111797.305
2776,135518.64
2777,119823.45
2778,143069.73
2779,114180.234
2780,70782.914
2781,109611.14
2782,118736.836
2783,98118.91
2784,123853.64
2785,179137.08
2786,106252.06
2787,126011.72
2788,102840.016
2789,177503.64
2790,112941.516
2791,116659.89
2792,80954.14
2793,145190.05
2794,95648.1
2795,113163.44
2796,98161.34
2797,207052.88
2798,112038.81
2799,124600.86
2800,78747.86
2801,88770.195
2802,139771.88
2803,152816.84
2804,139540.31
2805,79930.16
2806,108128.78
2807,170308.95
2808,158625.73
2809,115400.734
2810,124429.57
2811,172407.9
2812,181106.48
2813,176243.03
2814,145705.2
2815,91951.984
2816,229362.5
2817,159761.69
2818,84309.734
2819,149928.95
2820,136235.7
2821,104482.414
2822,204480.48
2823,300537.2
2824,240803.8
2825,146757.48
2826,153045.1
2827,165143.02
2828,212607.28
2829,277147.3
2830,223959.12
2831,171004.55
2832,261560.47
2833,305795.03
2834,207260.14
2835,214011.95
2836,179881.86
2837,167247.23
2838,133672.42
2839,172632.42
2840,181998.52
2841,202299.05
2842,217204.73
2843,160198.42
2844,147588.67
2845,113983.42
2846,195423.7
2847,195413.45
2848,192291.14
2849,211121.3
2850,268862.62
2851,214342.28
2852,213086.83
2853,246929.14
2854,132428.72
2855,212417.55
2856,205603.2
2857,186722.11
2858,219175.39
2859,111763.69
2860,131765.67
2861,131049.66
2862,167984.38
2863,96471.33
2864,242908.94
2865,135145.38
2866,136884.58
2867,88739.4
2868,98570.88
2869,113864.75
2870,133222.55
2871,84222.13
2872,71561.95
2873,62519.62
2874,106870.7
2875,101140.81
2876,150103.39
2877,157031.98
2878,191382.8
2879,132374.55
2880,78358.08
2881,156859.61
2882,161086.33
2883,149043.97
2884,217537.64
2885,172296.98
2886,217107.7
2887,89418.734
2888,124368.03
2889,45181.895
2890,123693.54
2891,130623.77
2892,50474.527
2893,107858.83
2894,61400.42
2895,348489.8
2896,290622.16
2897,206182.9
2898,130796.11
2899,200654.77
2900,141441.61
2901,215362.61
2902,206261.11
2903,325972.97
2904,359717.8
2905,104235.33
2906,197327.39
2907,101707.38
2908,130884.92
2909,119939.484
2910,85795.94
2911,87554.94
2912,126419.73
2913,90049.08
2914,102056.66
2915,106778.586
2916,80744.234
2917,148577.77
2918,98812.1
2919,231142.8
